task_order,task_id,model,run,submission_status,terminal_status,terminal_pass,verifier_error,source_path,validity_status,validity_pass,validity_value,tanimoto_similarity_status,tanimoto_similarity_pass,tanimoto_similarity_value,scaffold_mcs_status,scaffold_mcs_pass,scaffold_mcs_value,interaction_similarity_status,interaction_similarity_pass,interaction_similarity_value,binding_probability_status,binding_probability_pass,binding_probability_value
12,smdd_003_3KWZ_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_3KWZ_1/result.json,passed,True,True,passed,True,0.40594059405940597,passed,True,0.5555555555555556,failed,False,0.6666666666666666,passed,True,0.9620898365974426
12,smdd_003_3KWZ_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_3KWZ_1/result.json,passed,True,True,passed,True,0.42,passed,True,0.5833333333333334,failed,False,0.6,passed,True,0.8844422399997711
12,smdd_003_3KWZ_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_3KWZ_1/result.json,passed,True,True,passed,True,0.19607843137254902,passed,True,0.4722222222222222,failed,False,0.3,passed,True,0.7323605120182037
12,smdd_003_3KWZ_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_3KWZ_1/result.json,passed,True,True,passed,True,0.20512820512820512,passed,True,0.4722222222222222,failed,False,0.5,failed,False,0.6851911544799805
12,smdd_003_3KWZ_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_3KWZ_1__ua4LiY9/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
13,smdd_003_3KWZ_2,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_3KWZ_2/result.json,passed,True,True,passed,True,0.3561643835616438,passed,True,0.43243243243243246,failed,False,0.4444444444444444,passed,True,0.7320563495159149
13,smdd_003_3KWZ_2,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_3KWZ_2/result.json,passed,True,True,passed,True,0.18518518518518517,passed,True,0.35135135135135137,failed,False,0.0,failed,False,0.6120329648256302
13,smdd_003_3KWZ_2,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_3KWZ_2/result.json,passed,True,True,passed,True,0.4473684210526316,passed,True,0.5405405405405406,failed,False,0.38461538461538464,passed,True,0.7319531738758087
13,smdd_003_3KWZ_2,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_3KWZ_2/result.json,passed,True,True,passed,True,0.34831460674157305,failed,False,0.6756756756756757,failed,False,0.45454545454545453,passed,True,0.9451000094413757
13,smdd_003_3KWZ_2,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_3KWZ_2/result.json,passed,True,True,passed,True,0.32926829268292684,passed,True,0.5405405405405406,failed,False,0.5,passed,True,0.959082841873169
13,smdd_003_3KWZ_2,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_3KWZ_2/result.json,passed,True,True,passed,True,0.36363636363636365,passed,True,0.40540540540540543,failed,False,0.5454545454545454,passed,True,0.9483605623245239
13,smdd_003_3KWZ_2,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_3KWZ_2/result.json,passed,True,True,passed,True,0.3875,passed,True,0.5135135135135135,failed,False,0.2,passed,True,0.8761905133724213
13,smdd_003_3KWZ_2,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_3KWZ_2__R2xFb94/verifier/reward.json,passed,True,1.0,passed,True,0.34146341463414637,passed,True,0.35135135135135137,failed,False,0.5,passed,True,0.8712014853954315
14,smdd_003_3QAR_2,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_3QAR_2/result.json,passed,True,True,passed,True,0.46808510638297873,passed,True,0.5,failed,False,0.6,passed,True,0.945328027009964
14,smdd_003_3QAR_2,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_3QAR_2/result.json,passed,True,True,passed,True,0.16393442622950818,passed,True,0.4375,failed,False,0.4166666666666667,passed,True,0.7730810046195984
14,smdd_003_3QAR_2,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_3QAR_2/result.json,passed,True,True,passed,True,0.19642857142857142,passed,True,0.375,failed,False,0.6666666666666666,passed,True,0.8535948693752289
14,smdd_003_3QAR_2,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_3QAR_2/result.json,passed,True,True,passed,True,0.3,failed,False,0.8125,failed,False,0.5454545454545454,passed,True,0.9086958765983582
14,smdd_003_3QAR_2,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_3QAR_2/result.json,passed,True,True,passed,True,0.3469387755102041,passed,True,0.5625,failed,False,0.3076923076923077,passed,True,0.9423595368862152
14,smdd_003_3QAR_2,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_3QAR_2/result.json,passed,True,True,passed,True,0.12727272727272726,passed,True,0.625,failed,False,0.45454545454545453,passed,True,0.7757849991321564
14,smdd_003_3QAR_2,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_3QAR_2/result.json,passed,True,True,passed,True,0.25,passed,True,0.375,failed,False,0.36363636363636365,failed,False,0.6422954052686691
14,smdd_003_3QAR_2,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_3QAR_2__qqgdK4u/verifier/reward.json,passed,True,1.0,passed,True,0.14285714285714285,passed,True,0.625,failed,False,0.23076923076923078,failed,False,0.6865294575691223
15,smdd_003_3QX5_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_3QX5_0/result.json,passed,True,True,passed,True,0.23376623376623376,passed,True,0.4166666666666667,failed,False,0.5454545454545454,passed,True,0.8982912003993988
15,smdd_003_3QX5_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_3QX5_0/result.json,passed,True,True,passed,True,0.21518987341772153,passed,True,0.4583333333333333,failed,False,0.45454545454545453,passed,True,0.9281308948993683
15,smdd_003_3QX5_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_3QX5_0/result.json,passed,True,True,passed,True,0.36,passed,True,0.25,failed,False,0.5833333333333334,passed,True,0.9385034739971161
15,smdd_003_3QX5_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_3QX5_0/result.json,passed,True,True,passed,True,0.38235294117647056,passed,True,0.4166666666666667,failed,False,0.45454545454545453,passed,True,0.9600986242294312
15,smdd_003_3QX5_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_3QX5_0/result.json,passed,True,True,passed,True,0.3333333333333333,passed,True,0.625,failed,False,0.5555555555555556,passed,True,0.9580023288726807
15,smdd_003_3QX5_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_3QX5_0/result.json,passed,True,True,passed,True,0.4166666666666667,passed,True,0.625,failed,False,0.5454545454545454,passed,True,0.9448877274990082
15,smdd_003_3QX5_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_3QX5_0/result.json,passed,True,True,passed,True,0.35384615384615387,passed,True,0.5833333333333334,failed,False,0.5555555555555556,passed,True,0.9400598406791687
15,smdd_003_3QX5_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,passed,True,False,results/blog/scaffold_hopping/v1/smdd_003_3QX5_0__PZmjtJ7/verifier/reward.json,passed,True,1.0,passed,True,0.391304347826087,passed,True,0.4583333333333333,passed,True,0.8,passed,True,0.9115837216377258
16,smdd_003_3QX5_2,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,passed,True,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_3QX5_2/result.json,passed,True,True,passed,True,0.3972602739726027,passed,True,0.52,passed,True,0.8,passed,True,0.8812562525272369
16,smdd_003_3QX5_2,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_3QX5_2/result.json,passed,True,True,passed,True,0.40298507462686567,passed,True,0.25,failed,False,0.6,passed,True,0.9077596068382263
16,smdd_003_3QX5_2,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_3QX5_2/result.json,passed,True,True,passed,True,0.4794520547945205,failed,False,0.84,failed,False,0.45454545454545453,passed,True,0.9477270841598511
16,smdd_003_3QX5_2,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_3QX5_2/result.json,passed,True,True,passed,True,0.45161290322580644,failed,False,0.6666666666666666,failed,False,0.6,passed,True,0.9564559757709503
16,smdd_003_3QX5_2,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_3QX5_2/result.json,passed,True,True,passed,True,0.29411764705882354,passed,True,0.625,failed,False,0.5,passed,True,0.9438602924346924
16,smdd_003_3QX5_2,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_3QX5_2/result.json,passed,True,True,passed,True,0.43859649122807015,passed,True,0.25,failed,False,0.4,passed,True,0.8358036279678345
16,smdd_003_3QX5_2,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_3QX5_2/result.json,passed,True,True,passed,True,0.2328767123287671,passed,True,0.5416666666666666,failed,False,0.4,failed,False,0.6533605456352234
16,smdd_003_3QX5_2,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_3QX5_2__78eGweY/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
17,smdd_003_3WV3_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_3WV3_0/result.json,passed,True,True,passed,True,0.45454545454545453,passed,True,0.4666666666666667,failed,False,0.6666666666666666,passed,True,0.7334382236003876
17,smdd_003_3WV3_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_3WV3_0/result.json,passed,True,True,passed,True,0.1134020618556701,passed,True,0.5,failed,False,0.36363636363636365,passed,True,0.8723366856575012
17,smdd_003_3WV3_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_3WV3_0/result.json,passed,True,True,passed,True,0.2923076923076923,passed,True,0.3,failed,False,0.45454545454545453,passed,True,0.9476999938488007
17,smdd_003_3WV3_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_3WV3_0/result.json,passed,True,True,passed,True,0.4520547945205479,passed,True,0.4,failed,False,0.36363636363636365,passed,True,0.9623986780643463
17,smdd_003_3WV3_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_3WV3_0/result.json,passed,True,True,passed,True,0.3880597014925373,passed,True,0.4666666666666667,failed,False,0.38461538461538464,passed,True,0.9227168560028076
17,smdd_003_3WV3_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_3WV3_0/result.json,passed,True,True,passed,True,0.4666666666666667,passed,True,0.43333333333333335,failed,False,0.23076923076923078,failed,False,0.4667947068810463
17,smdd_003_3WV3_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_3WV3_0/result.json,passed,True,True,passed,True,0.45161290322580644,passed,True,0.5666666666666667,failed,False,0.3,passed,True,0.9599920213222504
17,smdd_003_3WV3_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_3WV3_0__rGmggjb/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
18,smdd_003_3WV3_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_3WV3_1/result.json,passed,True,True,passed,True,0.3157894736842105,passed,True,0.2857142857142857,failed,False,0.16666666666666666,passed,True,0.883926659822464
18,smdd_003_3WV3_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_3WV3_1/result.json,passed,True,True,passed,True,0.4805194805194805,passed,True,0.5238095238095238,failed,False,0.2222222222222222,passed,True,0.8584458529949188
18,smdd_003_3WV3_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_3WV3_1/result.json,passed,True,True,passed,True,0.3698630136986301,passed,True,0.42857142857142855,failed,False,0.7142857142857143,passed,True,0.9667026102542877
18,smdd_003_3WV3_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_3WV3_1/result.json,passed,True,True,passed,True,0.3880597014925373,passed,True,0.2857142857142857,failed,False,0.5714285714285714,passed,True,0.8977371454238892
18,smdd_003_3WV3_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_3WV3_1/result.json,passed,True,True,passed,True,0.12087912087912088,passed,True,0.3181818181818182,failed,False,0.0,failed,False,0.5411820411682129
18,smdd_003_3WV3_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_3WV3_1/result.json,passed,True,True,passed,True,0.19718309859154928,passed,True,0.2857142857142857,failed,False,0.1111111111111111,failed,False,0.3523188382387161
18,smdd_003_3WV3_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_3WV3_1/result.json,passed,True,True,passed,True,0.4819277108433735,passed,True,0.4666666666666667,failed,False,0.23076923076923078,passed,True,0.7090362012386322
18,smdd_003_3WV3_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_3WV3_1__RTwqoCf/verifier/reward.json,passed,True,1.0,passed,True,0.4126984126984127,failed,False,0.6666666666666666,failed,False,0.0,failed,False,0.45793381333351135
19,smdd_003_4RRS_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_4RRS_0/result.json,passed,True,True,passed,True,0.1927710843373494,passed,True,0.52,failed,False,0.19047619047619047,failed,False,0.6350098550319672
19,smdd_003_4RRS_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_4RRS_0/result.json,passed,True,True,passed,True,0.35,failed,False,0.8064516129032258,failed,False,0.35,failed,False,0.13843897730112076
19,smdd_003_4RRS_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_4RRS_0/result.json,passed,True,True,passed,True,0.09090909090909091,passed,True,0.56,failed,False,0.21052631578947367,passed,True,0.923875480890274
19,smdd_003_4RRS_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_4RRS_0/result.json,passed,True,True,passed,True,0.23655913978494625,passed,True,0.6,failed,False,0.3333333333333333,passed,True,0.8544617593288422
19,smdd_003_4RRS_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_4RRS_0/result.json,passed,True,True,passed,True,0.24358974358974358,passed,True,0.44,failed,False,0.2777777777777778,failed,False,0.4773004651069641
19,smdd_003_4RRS_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_4RRS_0/result.json,passed,True,True,passed,True,0.0603448275862069,passed,True,0.35,failed,False,0.47058823529411764,failed,False,0.4421032816171646
19,smdd_003_4RRS_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_4RRS_0/result.json,passed,True,True,passed,True,0.3625,passed,True,0.48,failed,False,0.25,failed,False,0.3145056813955307
19,smdd_003_4RRS_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_4RRS_0__HdEMRFE/verifier/reward.json,passed,True,1.0,passed,True,0.12048192771084337,passed,True,0.56,failed,False,0.15789473684210525,failed,False,0.5206920653581619
20,smdd_003_4RRS_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_4RRS_1/result.json,passed,True,True,passed,True,0.2087912087912088,passed,True,0.5769230769230769,failed,False,0.2857142857142857,passed,True,0.8625415563583374
20,smdd_003_4RRS_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_4RRS_1/result.json,passed,True,True,passed,True,0.08536585365853659,passed,True,0.3333333333333333,failed,False,0.13043478260869565,failed,False,0.47818298637866974
20,smdd_003_4RRS_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_4RRS_1/result.json,passed,True,True,passed,True,0.10576923076923077,passed,True,0.46153846153846156,failed,False,0.3,passed,True,0.9203391373157501
20,smdd_003_4RRS_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_4RRS_1/result.json,passed,True,True,passed,True,0.297029702970297,passed,True,0.6206896551724138,failed,False,0.5217391304347826,passed,True,0.9849726259708405
20,smdd_003_4RRS_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_4RRS_1/result.json,passed,True,True,passed,True,0.25,passed,True,0.44,failed,False,0.2222222222222222,failed,False,0.5730447173118591
20,smdd_003_4RRS_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_4RRS_1/result.json,passed,True,True,passed,True,0.10843373493975904,passed,True,0.36,failed,False,0.21052631578947367,failed,False,0.6856110692024231
20,smdd_003_4RRS_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_4RRS_1/result.json,passed,True,True,passed,True,0.22972972972972974,passed,True,0.4,failed,False,0.21052631578947367,failed,False,0.4271332025527954
20,smdd_003_4RRS_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_4RRS_1__RiQvxyT/verifier/reward.json,passed,True,1.0,passed,True,0.13333333333333333,passed,True,0.36,failed,False,0.2777777777777778,failed,False,0.5126773715019226
21,smdd_003_4S0V_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_4S0V_0/result.json,passed,True,True,passed,True,0.30434782608695654,passed,True,0.5454545454545454,failed,False,0.5714285714285714,passed,True,0.7001356482505798
21,smdd_003_4S0V_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_4S0V_0/result.json,passed,True,True,passed,True,0.3472222222222222,passed,True,0.5,failed,False,0.3333333333333333,passed,True,0.8174121975898743
21,smdd_003_4S0V_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_4S0V_0/result.json,passed,True,True,passed,True,0.30434782608695654,passed,True,0.4090909090909091,failed,False,0.6666666666666666,passed,True,0.7715691328048706
21,smdd_003_4S0V_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_4S0V_0/result.json,passed,True,True,passed,True,0.38571428571428573,failed,False,0.8636363636363636,passed,True,0.8333333333333334,passed,True,0.8498106002807617
21,smdd_003_4S0V_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_4S0V_0/result.json,passed,True,True,passed,True,0.4603174603174603,passed,True,0.6363636363636364,failed,False,0.5,passed,True,0.8020788729190826
21,smdd_003_4S0V_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_4S0V_0/result.json,passed,True,True,passed,True,0.29310344827586204,passed,True,0.4090909090909091,failed,False,0.25,passed,True,0.810307502746582
21,smdd_003_4S0V_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_4S0V_0/result.json,passed,True,True,passed,True,0.3050847457627119,passed,True,0.4090909090909091,failed,False,0.2857142857142857,passed,True,0.8696846067905426
21,smdd_003_4S0V_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,passed,True,False,results/blog/scaffold_hopping/v1/smdd_003_4S0V_0__CdLrCm6/verifier/reward.json,passed,True,1.0,passed,True,0.43283582089552236,passed,True,0.4230769230769231,passed,True,0.8333333333333334,passed,True,0.8839569985866547
22,smdd_003_4S0V_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_4S0V_1/result.json,passed,True,True,passed,True,0.3448275862068966,passed,True,0.5454545454545454,failed,False,0.5714285714285714,passed,True,0.9169370830059052
22,smdd_003_4S0V_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_4S0V_1/result.json,passed,True,True,passed,True,0.3939393939393939,passed,True,0.38461538461538464,failed,False,0.375,passed,True,0.786177933216095
22,smdd_003_4S0V_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_4S0V_1/result.json,passed,True,True,passed,True,0.40350877192982454,failed,False,0.8181818181818182,failed,False,0.7142857142857143,passed,True,0.8811003863811493
22,smdd_003_4S0V_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_4S0V_1/result.json,passed,True,True,passed,True,0.3076923076923077,failed,False,0.8181818181818182,failed,False,0.6666666666666666,passed,True,0.8892492949962616
22,smdd_003_4S0V_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_4S0V_1/result.json,passed,True,True,passed,True,0.3181818181818182,passed,True,0.5454545454545454,failed,False,0.4,passed,True,0.7560499012470245
22,smdd_003_4S0V_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_4S0V_1/result.json,passed,True,True,passed,True,0.35714285714285715,passed,True,0.4090909090909091,failed,False,0.4444444444444444,passed,True,0.9410359263420105
22,smdd_003_4S0V_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_4S0V_1/result.json,passed,True,True,passed,True,0.3333333333333333,passed,True,0.6363636363636364,failed,False,0.0,failed,False,0.442035973072052
22,smdd_003_4S0V_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_4S0V_1__Wt4uaHR/verifier/reward.json,passed,True,1.0,passed,True,0.26153846153846155,passed,True,0.45454545454545453,failed,False,0.2,passed,True,0.8056394755840302
23,smdd_003_4S0V_2,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_4S0V_2/result.json,passed,True,True,passed,True,0.4927536231884058,passed,True,0.6190476190476191,failed,False,0.42857142857142855,passed,True,0.7372992932796478
23,smdd_003_4S0V_2,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_4S0V_2/result.json,passed,True,True,passed,True,0.28378378378378377,passed,True,0.5714285714285714,failed,False,0.5,passed,True,0.8001721203327179
23,smdd_003_4S0V_2,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_4S0V_2/result.json,passed,True,True,passed,True,0.40298507462686567,failed,False,0.8571428571428571,failed,False,0.2222222222222222,passed,True,0.7814724147319794
23,smdd_003_4S0V_2,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_4S0V_2/result.json,passed,True,True,passed,True,0.4230769230769231,failed,False,0.875,failed,False,0.2,passed,True,0.8614480495452881
23,smdd_003_4S0V_2,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_4S0V_2/result.json,passed,True,True,passed,True,0.23076923076923078,passed,True,0.5714285714285714,failed,False,0.3333333333333333,passed,True,0.770449310541153
23,smdd_003_4S0V_2,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_4S0V_2/result.json,passed,True,True,passed,True,0.40789473684210525,failed,False,0.9130434782608695,failed,False,0.3333333333333333,passed,True,0.9657204449176788
23,smdd_003_4S0V_2,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_4S0V_2/result.json,passed,True,True,passed,True,0.2638888888888889,passed,True,0.5714285714285714,failed,False,0.42857142857142855,passed,True,0.7891449928283691
